id,context,sentence,graph,variable_name,predicate,broad_aspect_1,broad_aspect_2,broad_aspect_3,broad_aspect_4,broad_aspect_5,compare
wb.p2.5_c2e_0046.6,"Others may agree with him , or they may accept some parts while disagreeing with other parts , or in the future we might discover that the general direction of Darwin 's evolution is largely correct though filled with a lot of errors , and that there might be an improved version of evolution which is more accurate and comprehensive than what Darwin had proposed .","But as the originator , Darwin deserves much credit .","(s6c / contrast-91
     :ARG2 (s6d2 / deserve-01
                 :ARG0 (s6p2 / person
                             :name (s6n / name
                                        :op1 ""Darwin"")
                             :ARG1-of (s6h / have-org-role-92
                                           :ARG3 (s6o2 / originator))
                             :wiki ""Charles_Darwin"")
                 :ARG1 (s6c2 / credit-01
                             :ARG1 s6p2
                             :quant (s6m / much))
                 :ARG1-of (s6c3 / cause-01
                                :ARG0 s6p2)))",s6d2,deserve-01,none,activity,state,state,,FALSE
wb.p2.5_c2e_0046.6,"Others may agree with him , or they may accept some parts while disagreeing with other parts , or in the future we might discover that the general direction of Darwin 's evolution is largely correct though filled with a lot of errors , and that there might be an improved version of evolution which is more accurate and comprehensive than what Darwin had proposed .","But as the originator , Darwin deserves much credit .","(s6c / contrast-91
     :ARG2 (s6d2 / deserve-01
                 :ARG0 (s6p2 / person
                             :name (s6n / name
                                        :op1 ""Darwin"")
                             :ARG1-of (s6h / have-org-role-92
                                           :ARG3 (s6o2 / originator))
                             :wiki ""Charles_Darwin"")
                 :ARG1 (s6c2 / credit-01
                             :ARG1 s6p2
                             :quant (s6m / much))
                 :ARG1-of (s6c3 / cause-01
                                :ARG0 s6p2)))",s6h,have-org-role-92,none,none,,,,TRUE
wb.p2.5_c2e_0046.6,"Others may agree with him , or they may accept some parts while disagreeing with other parts , or in the future we might discover that the general direction of Darwin 's evolution is largely correct though filled with a lot of errors , and that there might be an improved version of evolution which is more accurate and comprehensive than what Darwin had proposed .","But as the originator , Darwin deserves much credit .","(s6c / contrast-91
     :ARG2 (s6d2 / deserve-01
                 :ARG0 (s6p2 / person
                             :name (s6n / name
                                        :op1 ""Darwin"")
                             :ARG1-of (s6h / have-org-role-92
                                           :ARG3 (s6o2 / originator))
                             :wiki ""Charles_Darwin"")
                 :ARG1 (s6c2 / credit-01
                             :ARG1 s6p2
                             :quant (s6m / much))
                 :ARG1-of (s6c3 / cause-01
                                :ARG0 s6p2)))",s6c2,credit-01,none,none,,,,TRUE
wb.p2.5_c2e_0046.6,"Others may agree with him , or they may accept some parts while disagreeing with other parts , or in the future we might discover that the general direction of Darwin 's evolution is largely correct though filled with a lot of errors , and that there might be an improved version of evolution which is more accurate and comprehensive than what Darwin had proposed .","But as the originator , Darwin deserves much credit .","(s6c / contrast-91
     :ARG2 (s6d2 / deserve-01
                 :ARG0 (s6p2 / person
                             :name (s6n / name
                                        :op1 ""Darwin"")
                             :ARG1-of (s6h / have-org-role-92
                                           :ARG3 (s6o2 / originator))
                             :wiki ""Charles_Darwin"")
                 :ARG1 (s6c2 / credit-01
                             :ARG1 s6p2
                             :quant (s6m / much))
                 :ARG1-of (s6c3 / cause-01
                                :ARG0 s6p2)))",s6c3,cause-01,none,none,,,,TRUE
wb.p2.5_c2e_0046.7,"But as the originator , Darwin deserves much credit .","Jesus is God , and the Bible is the word of God .","(s7a / and
     :op1 (s7p3 / person
                :name (s7n / name
                           :op1 ""God"")
                :domain (s7p4 / person
                              :name (s7n2 / name
                                          :op1 ""Jesus"")
                              :wiki ""Jesus"")
                :wiki ""God"")
     :op2 (s7w / word-01
               :ARG0 s7p3
               :ARG1 (s7b / book
                          :name (s7n3 / name
                                      :op1 ""Bible"")
                          :wiki ""Bible"")))",s7w,word-01,none,none,,,,TRUE
wb.p2.5_c2e_0046.8,"Jesus is God , and the Bible is the word of God .","God creates everything , understands everything , predicts the future , and is infinitely resourceful , so how can he be wrong !","(s8a / and
     :op1 (s8c / create-01
               :ARG0 (s8p4 / person
                           :name (s8n / name
                                      :op1 ""God"")
                           :wiki ""God"")
               :ARG1 (s8e / everything))
     :op2 (s8u / understand-01
               :ARG0 s8p4
               :ARG1 s8e)
     :op3 (s8p2 / predict-01
                :ARG0 s8p4
                :ARG1 (s8f / future))
     :op4 (s8r / resourceful
               :domain s8p4
               :degree (s8i / infinite))
     :ARG0-of (s8c2 / cause-01
                    :ARG1 (s8p3 / possible-01
                                :ARG1 (s8w / wrong-04
                                           :ARG1 s8p4)
                                :manner (s8a2 / umr-unknown))))",s8c,create-01,activity,habitual,state,activity,,FALSE
wb.p2.5_c2e_0046.8,"Jesus is God , and the Bible is the word of God .","God creates everything , understands everything , predicts the future , and is infinitely resourceful , so how can he be wrong !","(s8a / and
     :op1 (s8c / create-01
               :ARG0 (s8p4 / person
                           :name (s8n / name
                                      :op1 ""God"")
                           :wiki ""God"")
               :ARG1 (s8e / everything))
     :op2 (s8u / understand-01
               :ARG0 s8p4
               :ARG1 s8e)
     :op3 (s8p2 / predict-01
                :ARG0 s8p4
                :ARG1 (s8f / future))
     :op4 (s8r / resourceful
               :domain s8p4
               :degree (s8i / infinite))
     :ARG0-of (s8c2 / cause-01
                    :ARG1 (s8p3 / possible-01
                                :ARG1 (s8w / wrong-04
                                           :ARG1 s8p4)
                                :manner (s8a2 / umr-unknown))))",s8u,understand-01,activity,state,state,,,FALSE
wb.p2.5_c2e_0046.8,"Jesus is God , and the Bible is the word of God .","God creates everything , understands everything , predicts the future , and is infinitely resourceful , so how can he be wrong !","(s8a / and
     :op1 (s8c / create-01
               :ARG0 (s8p4 / person
                           :name (s8n / name
                                      :op1 ""God"")
                           :wiki ""God"")
               :ARG1 (s8e / everything))
     :op2 (s8u / understand-01
               :ARG0 s8p4
               :ARG1 s8e)
     :op3 (s8p2 / predict-01
                :ARG0 s8p4
                :ARG1 (s8f / future))
     :op4 (s8r / resourceful
               :domain s8p4
               :degree (s8i / infinite))
     :ARG0-of (s8c2 / cause-01
                    :ARG1 (s8p3 / possible-01
                                :ARG1 (s8w / wrong-04
                                           :ARG1 s8p4)
                                :manner (s8a2 / umr-unknown))))",s8p2,predict-01,activity,habitual,state,activity,,FALSE
wb.p2.5_c2e_0046.8,"Jesus is God , and the Bible is the word of God .","God creates everything , understands everything , predicts the future , and is infinitely resourceful , so how can he be wrong !","(s8a / and
     :op1 (s8c / create-01
               :ARG0 (s8p4 / person
                           :name (s8n / name
                                      :op1 ""God"")
                           :wiki ""God"")
               :ARG1 (s8e / everything))
     :op2 (s8u / understand-01
               :ARG0 s8p4
               :ARG1 s8e)
     :op3 (s8p2 / predict-01
                :ARG0 s8p4
                :ARG1 (s8f / future))
     :op4 (s8r / resourceful
               :domain s8p4
               :degree (s8i / infinite))
     :ARG0-of (s8c2 / cause-01
                    :ARG1 (s8p3 / possible-01
                                :ARG1 (s8w / wrong-04
                                           :ARG1 s8p4)
                                :manner (s8a2 / umr-unknown))))",s8c2,cause-01,none,none,,,,TRUE
wb.p2.5_c2e_0046.8,"Jesus is God , and the Bible is the word of God .","God creates everything , understands everything , predicts the future , and is infinitely resourceful , so how can he be wrong !","(s8a / and
     :op1 (s8c / create-01
               :ARG0 (s8p4 / person
                           :name (s8n / name
                                      :op1 ""God"")
                           :wiki ""God"")
               :ARG1 (s8e / everything))
     :op2 (s8u / understand-01
               :ARG0 s8p4
               :ARG1 s8e)
     :op3 (s8p2 / predict-01
                :ARG0 s8p4
                :ARG1 (s8f / future))
     :op4 (s8r / resourceful
               :domain s8p4
               :degree (s8i / infinite))
     :ARG0-of (s8c2 / cause-01
                    :ARG1 (s8p3 / possible-01
                                :ARG1 (s8w / wrong-04
                                           :ARG1 s8p4)
                                :manner (s8a2 / umr-unknown))))",s8p3,possible-01,activity,none,state,state,,FALSE
wb.p2.5_c2e_0046.8,"Jesus is God , and the Bible is the word of God .","God creates everything , understands everything , predicts the future , and is infinitely resourceful , so how can he be wrong !","(s8a / and
     :op1 (s8c / create-01
               :ARG0 (s8p4 / person
                           :name (s8n / name
                                      :op1 ""God"")
                           :wiki ""God"")
               :ARG1 (s8e / everything))
     :op2 (s8u / understand-01
               :ARG0 s8p4
               :ARG1 s8e)
     :op3 (s8p2 / predict-01
                :ARG0 s8p4
                :ARG1 (s8f / future))
     :op4 (s8r / resourceful
               :domain s8p4
               :degree (s8i / infinite))
     :ARG0-of (s8c2 / cause-01
                    :ARG1 (s8p3 / possible-01
                                :ARG1 (s8w / wrong-04
                                           :ARG1 s8p4)
                                :manner (s8a2 / umr-unknown))))",s8w,wrong-04,state,none,state,,,FALSE
wb.p2.5_c2e_0046.9,"God creates everything , understands everything , predicts the future , and is infinitely resourceful , so how can he be wrong !","Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","(s9c2 / cause-01
      :ARG1 (s9o / overthrow-01
                 :ARG1 (s9g2 / god
                             :mod (s9t / this))
                 :condition (s9c / contrast-91
                                 :ARG1 (s9f / find-01
                                            :ARG0 (s9y / you)
                                            :ARG1 (s9s / sentence
                                                       :ARG1-of (s9s2 / say-01
                                                                      :ARG0 (s9p2 / person
                                                                                  :name (s9n / name
                                                                                             :op1 ""God"")
                                                                                  :wiki ""God"")
                                                                      :ARG1-of (s9a / allege-01))))
                                 :ARG2 (s9t2 / turn-out-11
                                             :ARG1 (s9w / wrong-04
                                                        :ARG1 s9s)
                                             :ARG1-of (s9e / effective-04)))))",s9c2,cause-01,none,none,,,,TRUE
wb.p2.5_c2e_0046.9,"God creates everything , understands everything , predicts the future , and is infinitely resourceful , so how can he be wrong !","Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","(s9c2 / cause-01
      :ARG1 (s9o / overthrow-01
                 :ARG1 (s9g2 / god
                             :mod (s9t / this))
                 :condition (s9c / contrast-91
                                 :ARG1 (s9f / find-01
                                            :ARG0 (s9y / you)
                                            :ARG1 (s9s / sentence
                                                       :ARG1-of (s9s2 / say-01
                                                                      :ARG0 (s9p2 / person
                                                                                  :name (s9n / name
                                                                                             :op1 ""God"")
                                                                                  :wiki ""God"")
                                                                      :ARG1-of (s9a / allege-01))))
                                 :ARG2 (s9t2 / turn-out-11
                                             :ARG1 (s9w / wrong-04
                                                        :ARG1 s9s)
                                             :ARG1-of (s9e / effective-04)))))",s9o,overthrow-01,performance,performance,,,,TRUE
wb.p2.5_c2e_0046.9,"God creates everything , understands everything , predicts the future , and is infinitely resourceful , so how can he be wrong !","Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","(s9c2 / cause-01
      :ARG1 (s9o / overthrow-01
                 :ARG1 (s9g2 / god
                             :mod (s9t / this))
                 :condition (s9c / contrast-91
                                 :ARG1 (s9f / find-01
                                            :ARG0 (s9y / you)
                                            :ARG1 (s9s / sentence
                                                       :ARG1-of (s9s2 / say-01
                                                                      :ARG0 (s9p2 / person
                                                                                  :name (s9n / name
                                                                                             :op1 ""God"")
                                                                                  :wiki ""God"")
                                                                      :ARG1-of (s9a / allege-01))))
                                 :ARG2 (s9t2 / turn-out-11
                                             :ARG1 (s9w / wrong-04
                                                        :ARG1 s9s)
                                             :ARG1-of (s9e / effective-04)))))",s9c,contrast-91,none,none,,,,TRUE
wb.p2.5_c2e_0046.9,"God creates everything , understands everything , predicts the future , and is infinitely resourceful , so how can he be wrong !","Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","(s9c2 / cause-01
      :ARG1 (s9o / overthrow-01
                 :ARG1 (s9g2 / god
                             :mod (s9t / this))
                 :condition (s9c / contrast-91
                                 :ARG1 (s9f / find-01
                                            :ARG0 (s9y / you)
                                            :ARG1 (s9s / sentence
                                                       :ARG1-of (s9s2 / say-01
                                                                      :ARG0 (s9p2 / person
                                                                                  :name (s9n / name
                                                                                             :op1 ""God"")
                                                                                  :wiki ""God"")
                                                                      :ARG1-of (s9a / allege-01))))
                                 :ARG2 (s9t2 / turn-out-11
                                             :ARG1 (s9w / wrong-04
                                                        :ARG1 s9s)
                                             :ARG1-of (s9e / effective-04)))))",s9f,find-01,activity,performance,Performance,,,FALSE
wb.p2.5_c2e_0046.9,"God creates everything , understands everything , predicts the future , and is infinitely resourceful , so how can he be wrong !","Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","(s9c2 / cause-01
      :ARG1 (s9o / overthrow-01
                 :ARG1 (s9g2 / god
                             :mod (s9t / this))
                 :condition (s9c / contrast-91
                                 :ARG1 (s9f / find-01
                                            :ARG0 (s9y / you)
                                            :ARG1 (s9s / sentence
                                                       :ARG1-of (s9s2 / say-01
                                                                      :ARG0 (s9p2 / person
                                                                                  :name (s9n / name
                                                                                             :op1 ""God"")
                                                                                  :wiki ""God"")
                                                                      :ARG1-of (s9a / allege-01))))
                                 :ARG2 (s9t2 / turn-out-11
                                             :ARG1 (s9w / wrong-04
                                                        :ARG1 s9s)
                                             :ARG1-of (s9e / effective-04)))))",s9s2,say-01,performance,performance,,,,TRUE
wb.p2.5_c2e_0046.9,"God creates everything , understands everything , predicts the future , and is infinitely resourceful , so how can he be wrong !","Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","(s9c2 / cause-01
      :ARG1 (s9o / overthrow-01
                 :ARG1 (s9g2 / god
                             :mod (s9t / this))
                 :condition (s9c / contrast-91
                                 :ARG1 (s9f / find-01
                                            :ARG0 (s9y / you)
                                            :ARG1 (s9s / sentence
                                                       :ARG1-of (s9s2 / say-01
                                                                      :ARG0 (s9p2 / person
                                                                                  :name (s9n / name
                                                                                             :op1 ""God"")
                                                                                  :wiki ""God"")
                                                                      :ARG1-of (s9a / allege-01))))
                                 :ARG2 (s9t2 / turn-out-11
                                             :ARG1 (s9w / wrong-04
                                                        :ARG1 s9s)
                                             :ARG1-of (s9e / effective-04)))))",s9a,allege-01,performance,none,None,,,FALSE
wb.p2.5_c2e_0046.9,"God creates everything , understands everything , predicts the future , and is infinitely resourceful , so how can he be wrong !","Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","(s9c2 / cause-01
      :ARG1 (s9o / overthrow-01
                 :ARG1 (s9g2 / god
                             :mod (s9t / this))
                 :condition (s9c / contrast-91
                                 :ARG1 (s9f / find-01
                                            :ARG0 (s9y / you)
                                            :ARG1 (s9s / sentence
                                                       :ARG1-of (s9s2 / say-01
                                                                      :ARG0 (s9p2 / person
                                                                                  :name (s9n / name
                                                                                             :op1 ""God"")
                                                                                  :wiki ""God"")
                                                                      :ARG1-of (s9a / allege-01))))
                                 :ARG2 (s9t2 / turn-out-11
                                             :ARG1 (s9w / wrong-04
                                                        :ARG1 s9s)
                                             :ARG1-of (s9e / effective-04)))))",s9t2,turn-out-11,none,none,,,,TRUE
wb.p2.5_c2e_0046.9,"God creates everything , understands everything , predicts the future , and is infinitely resourceful , so how can he be wrong !","Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","(s9c2 / cause-01
      :ARG1 (s9o / overthrow-01
                 :ARG1 (s9g2 / god
                             :mod (s9t / this))
                 :condition (s9c / contrast-91
                                 :ARG1 (s9f / find-01
                                            :ARG0 (s9y / you)
                                            :ARG1 (s9s / sentence
                                                       :ARG1-of (s9s2 / say-01
                                                                      :ARG0 (s9p2 / person
                                                                                  :name (s9n / name
                                                                                             :op1 ""God"")
                                                                                  :wiki ""God"")
                                                                      :ARG1-of (s9a / allege-01))))
                                 :ARG2 (s9t2 / turn-out-11
                                             :ARG1 (s9w / wrong-04
                                                        :ARG1 s9s)
                                             :ARG1-of (s9e / effective-04)))))",s9w,wrong-04,state,none,State,,,FALSE
wb.p2.5_c2e_0046.9,"God creates everything , understands everything , predicts the future , and is infinitely resourceful , so how can he be wrong !","Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","(s9c2 / cause-01
      :ARG1 (s9o / overthrow-01
                 :ARG1 (s9g2 / god
                             :mod (s9t / this))
                 :condition (s9c / contrast-91
                                 :ARG1 (s9f / find-01
                                            :ARG0 (s9y / you)
                                            :ARG1 (s9s / sentence
                                                       :ARG1-of (s9s2 / say-01
                                                                      :ARG0 (s9p2 / person
                                                                                  :name (s9n / name
                                                                                             :op1 ""God"")
                                                                                  :wiki ""God"")
                                                                      :ARG1-of (s9a / allege-01))))
                                 :ARG2 (s9t2 / turn-out-11
                                             :ARG1 (s9w / wrong-04
                                                        :ARG1 s9s)
                                             :ARG1-of (s9e / effective-04)))))",s9e,effective-04,none,none,,,,TRUE
wb.p2.5_c2e_0046.10,"Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","Therefore , Jesus is more vulnerable to criticism than Darwin , because once an error is found , then he could not be the true god .","(s10h2 / have-reason-91
       :ARG1 (s10h / have-degree-91
                   :ARG1 (s10p4 / person
                                :name (s10n / name
                                            :op1 ""Jesus"")
                                :wiki ""Jesus"")
                   :ARG2 (s10v / vulnerable-01
                               :ARG1 s10p4
                               :ARG2 (s10c / criticize-01))
                   :ARG3 (s10m / more)
                   :ARG4 (s10p5 / person
                                :name (s10n2 / name
                                             :op1 ""Darwin"")
                                :wiki ""Charles_Darwin"")
                   :ARG1-of (s10c2 / cause-01
                                   :ARG0 (s10p6 / possible-01
                                                :ARG1 (s10g / god
                                                            :domain s10p4
                                                            :ARG1-of (s10t / true-01))
                                                :temporal (s10f / find-01
                                                                :ARG1 (s10e / error))
                                                :polarity -))))",s10h2,have-reason-91,none,none,,,,TRUE
wb.p2.5_c2e_0046.10,"Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","Therefore , Jesus is more vulnerable to criticism than Darwin , because once an error is found , then he could not be the true god .","(s10h2 / have-reason-91
       :ARG1 (s10h / have-degree-91
                   :ARG1 (s10p4 / person
                                :name (s10n / name
                                            :op1 ""Jesus"")
                                :wiki ""Jesus"")
                   :ARG2 (s10v / vulnerable-01
                               :ARG1 s10p4
                               :ARG2 (s10c / criticize-01))
                   :ARG3 (s10m / more)
                   :ARG4 (s10p5 / person
                                :name (s10n2 / name
                                             :op1 ""Darwin"")
                                :wiki ""Charles_Darwin"")
                   :ARG1-of (s10c2 / cause-01
                                   :ARG0 (s10p6 / possible-01
                                                :ARG1 (s10g / god
                                                            :domain s10p4
                                                            :ARG1-of (s10t / true-01))
                                                :temporal (s10f / find-01
                                                                :ARG1 (s10e / error))
                                                :polarity -))))",s10h,have-degree-91,none,none,,,,TRUE
wb.p2.5_c2e_0046.10,"Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","Therefore , Jesus is more vulnerable to criticism than Darwin , because once an error is found , then he could not be the true god .","(s10h2 / have-reason-91
       :ARG1 (s10h / have-degree-91
                   :ARG1 (s10p4 / person
                                :name (s10n / name
                                            :op1 ""Jesus"")
                                :wiki ""Jesus"")
                   :ARG2 (s10v / vulnerable-01
                               :ARG1 s10p4
                               :ARG2 (s10c / criticize-01))
                   :ARG3 (s10m / more)
                   :ARG4 (s10p5 / person
                                :name (s10n2 / name
                                             :op1 ""Darwin"")
                                :wiki ""Charles_Darwin"")
                   :ARG1-of (s10c2 / cause-01
                                   :ARG0 (s10p6 / possible-01
                                                :ARG1 (s10g / god
                                                            :domain s10p4
                                                            :ARG1-of (s10t / true-01))
                                                :temporal (s10f / find-01
                                                                :ARG1 (s10e / error))
                                                :polarity -))))",s10v,vulnerable-01,none,none,,,,TRUE
wb.p2.5_c2e_0046.10,"Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","Therefore , Jesus is more vulnerable to criticism than Darwin , because once an error is found , then he could not be the true god .","(s10h2 / have-reason-91
       :ARG1 (s10h / have-degree-91
                   :ARG1 (s10p4 / person
                                :name (s10n / name
                                            :op1 ""Jesus"")
                                :wiki ""Jesus"")
                   :ARG2 (s10v / vulnerable-01
                               :ARG1 s10p4
                               :ARG2 (s10c / criticize-01))
                   :ARG3 (s10m / more)
                   :ARG4 (s10p5 / person
                                :name (s10n2 / name
                                             :op1 ""Darwin"")
                                :wiki ""Charles_Darwin"")
                   :ARG1-of (s10c2 / cause-01
                                   :ARG0 (s10p6 / possible-01
                                                :ARG1 (s10g / god
                                                            :domain s10p4
                                                            :ARG1-of (s10t / true-01))
                                                :temporal (s10f / find-01
                                                                :ARG1 (s10e / error))
                                                :polarity -))))",s10c,criticize-01,none,none,,,,TRUE
wb.p2.5_c2e_0046.10,"Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","Therefore , Jesus is more vulnerable to criticism than Darwin , because once an error is found , then he could not be the true god .","(s10h2 / have-reason-91
       :ARG1 (s10h / have-degree-91
                   :ARG1 (s10p4 / person
                                :name (s10n / name
                                            :op1 ""Jesus"")
                                :wiki ""Jesus"")
                   :ARG2 (s10v / vulnerable-01
                               :ARG1 s10p4
                               :ARG2 (s10c / criticize-01))
                   :ARG3 (s10m / more)
                   :ARG4 (s10p5 / person
                                :name (s10n2 / name
                                             :op1 ""Darwin"")
                                :wiki ""Charles_Darwin"")
                   :ARG1-of (s10c2 / cause-01
                                   :ARG0 (s10p6 / possible-01
                                                :ARG1 (s10g / god
                                                            :domain s10p4
                                                            :ARG1-of (s10t / true-01))
                                                :temporal (s10f / find-01
                                                                :ARG1 (s10e / error))
                                                :polarity -))))",s10c2,cause-01,none,none,,,,TRUE
wb.p2.5_c2e_0046.10,"Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","Therefore , Jesus is more vulnerable to criticism than Darwin , because once an error is found , then he could not be the true god .","(s10h2 / have-reason-91
       :ARG1 (s10h / have-degree-91
                   :ARG1 (s10p4 / person
                                :name (s10n / name
                                            :op1 ""Jesus"")
                                :wiki ""Jesus"")
                   :ARG2 (s10v / vulnerable-01
                               :ARG1 s10p4
                               :ARG2 (s10c / criticize-01))
                   :ARG3 (s10m / more)
                   :ARG4 (s10p5 / person
                                :name (s10n2 / name
                                             :op1 ""Darwin"")
                                :wiki ""Charles_Darwin"")
                   :ARG1-of (s10c2 / cause-01
                                   :ARG0 (s10p6 / possible-01
                                                :ARG1 (s10g / god
                                                            :domain s10p4
                                                            :ARG1-of (s10t / true-01))
                                                :temporal (s10f / find-01
                                                                :ARG1 (s10e / error))
                                                :polarity -))))",s10p6,possible-01,none,none,,,,TRUE
wb.p2.5_c2e_0046.10,"Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","Therefore , Jesus is more vulnerable to criticism than Darwin , because once an error is found , then he could not be the true god .","(s10h2 / have-reason-91
       :ARG1 (s10h / have-degree-91
                   :ARG1 (s10p4 / person
                                :name (s10n / name
                                            :op1 ""Jesus"")
                                :wiki ""Jesus"")
                   :ARG2 (s10v / vulnerable-01
                               :ARG1 s10p4
                               :ARG2 (s10c / criticize-01))
                   :ARG3 (s10m / more)
                   :ARG4 (s10p5 / person
                                :name (s10n2 / name
                                             :op1 ""Darwin"")
                                :wiki ""Charles_Darwin"")
                   :ARG1-of (s10c2 / cause-01
                                   :ARG0 (s10p6 / possible-01
                                                :ARG1 (s10g / god
                                                            :domain s10p4
                                                            :ARG1-of (s10t / true-01))
                                                :temporal (s10f / find-01
                                                                :ARG1 (s10e / error))
                                                :polarity -))))",s10t,true-01,none,none,,,,TRUE
wb.p2.5_c2e_0046.10,"Therefore , if you find a sentence that is allegedly said by God , but effectively turns out to be wrong , then this god will be overthrown .","Therefore , Jesus is more vulnerable to criticism than Darwin , because once an error is found , then he could not be the true god .","(s10h2 / have-reason-91
       :ARG1 (s10h / have-degree-91
                   :ARG1 (s10p4 / person
                                :name (s10n / name
                                            :op1 ""Jesus"")
                                :wiki ""Jesus"")
                   :ARG2 (s10v / vulnerable-01
                               :ARG1 s10p4
                               :ARG2 (s10c / criticize-01))
                   :ARG3 (s10m / more)
                   :ARG4 (s10p5 / person
                                :name (s10n2 / name
                                             :op1 ""Darwin"")
                                :wiki ""Charles_Darwin"")
                   :ARG1-of (s10c2 / cause-01
                                   :ARG0 (s10p6 / possible-01
                                                :ARG1 (s10g / god
                                                            :domain s10p4
                                                            :ARG1-of (s10t / true-01))
                                                :temporal (s10f / find-01
                                                                :ARG1 (s10e / error))
                                                :polarity -))))",s10f,find-01,performance,performance,,,,TRUE
wb.p2.5_c2e_0069.1,,"This early morning the soccer match between the Chinese women 's team and the Korean team had indeed made me excited , I was surprised by the match 's brilliance , and I also gained a new understanding of the Korean team .","(s1a / and
     :op1 (s1e / excite-01
               :ARG0 (s1m / match-03
                          :ARG0 (s1t2 / team
                                      :mod (s1w / woman)
                                      :mod (s1c5 / country
                                                 :name (s1n2 / name
                                                             :op1 ""China"")
                                                 :wiki ""China""))
                          :ARG1 (s1t3 / team
                                      :mod (s1c4 / country
                                                 :name (s1n / name
                                                            :op1 ""Korea"")
                                                 :wiki ""Korea""))
                          :ARG3 (s1s2 / soccer)
                          :temporal (s1d / date-entity
                                         :dayperiod (s1m3 / morning
                                                          :mod (s1t / this)
                                                          :mod (s1e2 / early))))
               :ARG1 (s1i2 / i)
               :mod (s1i / indeed))
     :op2 (s1s / surprise-01
               :ARG0 (s1b2 / brilliant-01
                           :ARG1 s1m)
               :ARG1 s1i2)
     :op3 (s1g / gain-02
               :ARG0 s1i2
               :ARG1 (s1u / understand-01
                          :ARG0 s1i2
                          :ARG1 s1t3
                          :ARG1-of (s1n3 / new-01))
               :mod (s1a2 / also)))",s1e,excite-01,state,none,State,,,FALSE
wb.p2.5_c2e_0069.1,,"This early morning the soccer match between the Chinese women 's team and the Korean team had indeed made me excited , I was surprised by the match 's brilliance , and I also gained a new understanding of the Korean team .","(s1a / and
     :op1 (s1e / excite-01
               :ARG0 (s1m / match-03
                          :ARG0 (s1t2 / team
                                      :mod (s1w / woman)
                                      :mod (s1c5 / country
                                                 :name (s1n2 / name
                                                             :op1 ""China"")
                                                 :wiki ""China""))
                          :ARG1 (s1t3 / team
                                      :mod (s1c4 / country
                                                 :name (s1n / name
                                                            :op1 ""Korea"")
                                                 :wiki ""Korea""))
                          :ARG3 (s1s2 / soccer)
                          :temporal (s1d / date-entity
                                         :dayperiod (s1m3 / morning
                                                          :mod (s1t / this)
                                                          :mod (s1e2 / early))))
               :ARG1 (s1i2 / i)
               :mod (s1i / indeed))
     :op2 (s1s / surprise-01
               :ARG0 (s1b2 / brilliant-01
                           :ARG1 s1m)
               :ARG1 s1i2)
     :op3 (s1g / gain-02
               :ARG0 s1i2
               :ARG1 (s1u / understand-01
                          :ARG0 s1i2
                          :ARG1 s1t3
                          :ARG1-of (s1n3 / new-01))
               :mod (s1a2 / also)))",s1m,match-03,none,process,performance,process,,FALSE
